TECHNOLOGIES	c_inv	c_maint	lifetime	f_min	f	f_max	fmin_perc	f_perc	fmax_perc	c_p_actual	c_p	tau	gwp_constr
UNITS	[Meuro/GW]	[Meuro/(GW*y)]	[y]	[GW or GWh]	[GW or GWh]	[GW or GWh]	[0-1]	[0-1]	[0-1]	[0-1]	[0-1]	[-]	[ktCO2-eq./GW or GWh]
SEASONAL_H2	216.988456	1.051640	20.000000	0.000000	35.054678	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.058246	0.000000
CO2_STORAGE	0.000000	0.000000	20.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.058246	0.000000
SLF_STO	1.572368	0.098304	20.000000	0.000000	247.616949	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.058246	0.000000
PT_STORAGE	0.000000	0.000000	25.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.048263	0.000000
ST_STORAGE	0.000000	0.000000	25.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.048263	0.000000
TS_COLD	6733.111017	80.797332	20.000000	0.000000	269.324441	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.058246	0.000000
EFFICIENCY	6541.871921	0.000000	1.000000	0.000000	0.985222	1000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	1.015000	0.000000
DHN	9714.387215	0.000000	60.000000	0.000000	11.762432	1000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.025393	0.000000
GRID	283747.679940	0.000000	80.000000	0.000000	1.710194	1000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.021548	0.000000
PT_COLLECTOR	0.000000	0.000000	25.000000	0.000000	0.000000	1000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.048263	0.000000
ST_COLLECTOR	0.000000	0.000000	25.000000	0.000000	0.000000	1000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.048263	0.000000
H2_ELECTROLYSIS	6243.779547	171.703938	15.000000	0.000000	8.968338	1000.000000	0.000000	-1.000000	1.000000	0.900000	0.900000	0.074944	0.000000
H2_NG	0.000000	0.000000	25.000000	0.000000	0.000000	1000.000000	0.000000	-1.000000	1.000000	0.860000	0.860000	0.048263	0.000000
H2_BIOMASS	0.000000	0.000000	25.000000	0.000000	0.000000	1000.000000	0.000000	-1.000000	1.000000	0.860000	0.860000	0.048263	0.000000
GASIFICATION_SNG	0.000000	0.000000	25.000000	0.000000	0.000000	1000.000000	0.000000	-1.000000	1.000000	0.850000	0.850000	0.048263	0.000000
PYROLYSIS	846.066386	42.300667	25.000000	0.000000	0.629412	1000.000000	0.000000	-1.000000	1.000000	0.850000	0.850000	0.048263	0.000000
ATM_CCS	0.000000	0.000000	40.000000	0.000000	0.000000	1000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.033427	0.000000
INDUSTRY_CCS	0.000000	0.000000	40.000000	0.000000	0.000000	1000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.033427	0.000000
SYN_METHANOLATION	0.000000	0.000000	20.000000	0.000000	0.000000	1000.000000	0.000000	-1.000000	1.000000	0.950000	0.950000	0.058246	0.000000
SYN_METHANATION	0.000000	0.000000	40.000000	0.000000	0.000000	1000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.033427	0.000000
BIOMETHANATION	1748.064822	24.214837	20.000000	0.000000	1.772800	1000.000000	0.000000	-1.000000	1.000000	0.850000	0.850000	0.058246	0.000000
BIO_HYDROLYSIS	0.000000	0.000000	15.000000	0.000000	0.000000	1000.000000	0.000000	-1.000000	1.000000	0.850000	0.850000	0.074944	0.000000
METHANE_TO_METHANOL	0.000000	0.000000	25.000000	0.000000	0.000000	1000.000000	0.000000	-1.000000	1.000000	0.850000	0.850000	0.048263	0.000000
SLF_TO_DIESEL	0.000000	0.000000	1.000000	0.000000	0.535000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	1.015000	0.000000
SLF_TO_GASOLINE	0.000000	0.000000	1.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	1.015000	0.000000
SLF_TO_LFO	0.000000	0.000000	1.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	1.015000	0.000000
