TECHNOLOGIES	c_inv	c_maint	lifetime	f_min	f	f_max	fmin_perc	f_perc	fmax_perc	c_p_actual	c_p	tau	gwp_constr
UNITS	[Meuro/GW]	[Meuro/(GW*y)]	[y]	[GW or GWh]	[GW or GWh]	[GW or GWh]	[0-1]	[0-1]	[0-1]	[0-1]	[0-1]	[-]	[ktCO2-eq./GW or GWh]
TS_DEC_BOILER_WOOD	0.000000	0.000000	25.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.048263	0.000000
TS_DEC_BOILER_OIL	0.000000	0.000000	25.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.048263	0.000000
TS_HIGH_TEMP	0.000000	0.000000	25.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.048263	0.000000
SEASONAL_NG	0.000000	0.000000	30.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.041639	0.000000
SEASONAL_H2	1138.436970	5.517465	20.000000	0.000000	183.915504	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.058246	0.000000
CO2_STORAGE	0.000000	0.000000	20.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.058246	0.000000
SLF_STO	2.866249	0.179197	20.000000	0.000000	451.377799	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.058246	0.000000
PT_STORAGE	0.000000	0.000000	25.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.048263	0.000000
ST_STORAGE	10916.021337	109.108774	25.000000	0.000000	571.549366	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.048263	0.000000
TS_COLD	11194.553998	134.334648	20.000000	0.000000	447.782160	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.058246	0.000000
EFFICIENCY	8254.177781	0.000000	1.000000	0.000000	0.985222	1000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	1.015000	0.000000
DHN	45163.842935	0.000000	60.000000	0.000000	54.685550	1000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.025393	0.000000
GRID	553439.666399	0.000000	80.000000	0.000000	1.213619	1000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.021548	0.000000
PT_COLLECTOR	0.000000	0.000000	25.000000	0.000000	0.000000	1000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.048263	0.000000
ST_COLLECTOR	27076.695571	1353.834779	25.000000	0.000000	270.766956	1000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.048263	0.000000
H2_ELECTROLYSIS	22338.160266	614.299407	15.000000	0.000000	32.085721	1000.000000	0.000000	-1.000000	1.000000	0.900000	0.900000	0.074944	0.000000
H2_NG	4620.892874	437.063421	25.000000	0.000000	6.783026	1000.000000	0.000000	-1.000000	1.000000	0.860000	0.860000	0.048263	0.000000
H2_BIOMASS	0.000000	0.000000	25.000000	0.000000	0.000000	1000.000000	0.000000	-1.000000	1.000000	0.860000	0.860000	0.048263	0.000000
GASIFICATION_SNG	0.000000	0.000000	25.000000	0.000000	0.000000	1000.000000	0.000000	-1.000000	1.000000	0.850000	0.850000	0.048263	0.000000
PYROLYSIS	2439.686339	121.976669	25.000000	0.000000	1.814949	1000.000000	0.000000	-1.000000	1.000000	0.850000	0.850000	0.048263	0.000000
ATM_CCS	0.000000	0.000000	40.000000	0.000000	0.000000	1000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.033427	0.000000
INDUSTRY_CCS	0.000000	0.000000	40.000000	0.000000	0.000000	1000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.033427	0.000000
SYN_METHANOLATION	0.000000	0.000000	20.000000	0.000000	0.000000	1000.000000	0.000000	-1.000000	1.000000	0.950000	0.950000	0.058246	0.000000
SYN_METHANATION	0.000000	0.000000	40.000000	0.000000	0.000000	1000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.033427	0.000000
BIOMETHANATION	6327.018384	87.644186	20.000000	0.000000	6.416546	1000.000000	0.000000	-1.000000	1.000000	0.850000	0.850000	0.058246	0.000000
BIO_HYDROLYSIS	0.000000	0.000000	15.000000	0.000000	0.000000	1000.000000	0.000000	-1.000000	1.000000	0.850000	0.850000	0.074944	0.000000
METHANE_TO_METHANOL	0.000000	0.000000	25.000000	0.000000	0.000000	1000.000000	0.000000	-1.000000	1.000000	0.850000	0.850000	0.048263	0.000000
SLF_TO_DIESEL	0.000000	0.000000	1.000000	0.000000	1.542707	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	1.015000	0.000000
SLF_TO_GASOLINE	0.000000	0.000000	1.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	1.015000	0.000000
SLF_TO_LFO	0.000000	0.000000	1.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	1.015000	0.000000
