TECHNOLOGIES	c_inv	c_maint	lifetime	f_min	f	f_max	fmin_perc	f_perc	fmax_perc	c_p_actual	c_p	tau	gwp_constr
IND_BOILER_WOOD	1275.264277	25.505286	17.000000	0.000000	11.071990	1000.000000	0.000000	0.561293	1.000000	0.900000	0.900000	0.067080	319.648340
IND_BOILER_OIL	0.000000	0.000000	17.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.950000	0.067080	0.000000
IND_BOILER_COAL	330.780648	6.615613	17.000000	0.000000	2.871875	1000.000000	0.000000	0.145589	1.000000	0.900000	0.900000	0.067080	138.366949
IND_BOILER_WASTE	665.968543	13.319371	17.000000	0.000000	5.782015	1000.000000	0.000000	0.293118	1.000000	0.900000	0.900000	0.067080	166.926764
IND_DIRECT_ELEC	0.000000	0.000000	15.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.950000	0.074944	0.000000
DHN_HP_ELEC	8575.866902	298.386221	25.000000	0.000000	24.874836	1000.000000	0.000000	1.000000	1.000000	0.489950	0.950000	0.048263	4347.872534
DHN_COGEN_GAS	0.000000	0.000000	25.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.850000	0.048263	0.000000
DHN_COGEN_WOOD	0.000000	0.000000	25.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.850000	0.048263	0.000000
DHN_COGEN_WET_BIOMASS	0.000000	0.000000	25.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.750000	0.048263	0.000000
DHN_COGEN_BIO_HYDROLYSIS	0.000000	0.000000	15.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.850000	0.074944	0.000000
DHN_COGEN_WASTE	0.000000	0.000000	25.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.850000	0.048263	0.000000
DHN_BOILER_GAS	0.000000	0.000000	17.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.950000	0.067080	0.000000
DHN_BOILER_WOOD	0.000000	0.000000	17.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.900000	0.067080	0.000000
DHN_BOILER_OIL	0.000000	0.000000	17.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.950000	0.067080	0.000000
DHN_DEEP_GEO	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.850000	0.041639	0.000000
DHN_SOLAR	0.000000	0.000000	30.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.041639	0.000000
DEC_HP_ELEC	30787.846749	1317.177267	18.000000	0.000000	62.571780	1000.000000	0.000000	1.000000	1.000000	0.326167	1.000000	0.063806	10317.460724
DEC_THHP_GAS	0.000000	0.000000	20.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.058246	0.000000
DEC_COGEN_GAS	0.000000	0.000000	20.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.058246	0.000000
DEC_COGEN_OIL	0.000000	0.000000	20.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.058246	0.000000
DEC_ADVCOGEN_GAS	0.000000	0.000000	20.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.058246	0.000000
DEC_ADVCOGEN_H2	0.000000	0.000000	20.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.058246	0.000000
DEC_BOILER_GAS	0.000000	0.000000	17.000000	0.000000	0.000000	1000.000000	0.000000	-0.000000	1.000000	0.000000	1.000000	0.067080	0.000000
DEC_BOILER_WOOD	0.000000	0.000000	17.000000	0.000000	0.000000	1000.000000	0.000000	-0.000000	1.000000	0.000000	1.000000	0.067080	0.000000
DEC_BOILER_OIL	0.000000	0.000000	17.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.067080	0.000000
DEC_SOLAR	0.000000	0.000000	20.000000	0.000000	0.000000	1000.000000	0.000000	-0.000000	1.000000	0.000000	1.000000	0.058246	0.000000
DEC_DIRECT_ELEC	0.000000	0.000000	15.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.074944	0.000000
BIG_SPLIT	11398.069436	458.526647	15.000000	0.000000	49.129610	1000.000000	0.000000	1.000000	1.000000	0.227585	1.000000	0.074944	0.000000
CHILLER_WC	466.812005	18.672480	20.000000	0.000000	3.922790	1000.000000	0.000000	1.000000	1.000000	1.000000	1.000000	0.058246	0.000000
TRAMWAY_TROLLEY	28625.000035	572.500001	30.000000	0.000000	45.800000	1000.000000	0.000000	0.300000	0.300000	0.342466	0.342466	0.041639	0.000000
BUS_COACH_DIESEL	0.000000	0.000000	15.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.296804	0.074944	0.000000
BUS_COACH_HYDIESEL	0.000000	0.000000	15.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.296804	0.074944	0.000000
BUS_COACH_CNG_STOICH	75354.700845	3767.735043	15.000000	0.000000	123.307692	1000.000000	0.000000	0.700000	1.000000	0.296804	0.296804	0.074944	0.000000
BUS_COACH_FC_HYBRIDH2	0.000000	0.000000	15.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.296804	0.074944	0.000000
TRAIN_PUB	0.000000	0.000000	40.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	0.500000	0.000000	0.275073	0.033427	0.000000
CAR_GASOLINE	0.000000	0.000000	10.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.051370	0.108434	0.000000
CAR_DIESEL	0.000000	0.000000	10.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.051370	0.108434	0.000000
CAR_NG	0.000000	0.000000	10.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.051370	0.108434	0.000000
CAR_HEV	0.000000	0.000000	10.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.051370	0.108434	0.000000
CAR_PHEV	0.000000	0.000000	10.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.051370	0.108434	0.000000
CAR_BEV	0.000000	0.000000	10.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.051370	0.108434	0.000000
CAR_FUEL_CELL	442503.376537	2735.613445	10.000000	0.000000	1017.777778	100000.000000	0.000000	1.000000	1.000000	0.051370	0.051370	0.108434	799973.333547
TRAIN_FREIGHT	2906.233769	58.124675	40.000000	0.000000	27.833333	1000.000000	0.000000	1.000000	1.000000	0.342466	0.342466	0.033427	0.000000
BOAT_FREIGHT_DIESEL	7654.166676	382.708334	40.000000	0.000000	100.200000	1000.000000	0.000000	1.000000	1.000000	0.114155	0.114155	0.033427	0.000000
BOAT_FREIGHT_NG	0.000000	0.000000	40.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.114155	0.033427	0.000000
TRUCK_DIESEL	0.000000	0.000000	15.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.092593	0.074944	0.000000
TRUCK_FUEL_CELL	74532.328435	2235.969854	15.000000	0.000000	185.301369	1000.000000	0.000000	1.000000	1.000000	0.092593	0.092593	0.074944	0.000000
TRUCK_NG	0.000000	0.000000	15.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.092593	0.074944	0.000000
TRUCK_ELEC	0.000000	0.000000	15.000000	0.000000	0.000000	1000.000000	0.000000	0.000000	1.000000	0.000000	0.092593	0.074944	0.000000
NON_ENERGY_OIL	0.000000	0.000000	1.000000	0.000000	0.000000	100000.000000	0.000000	-0.000000	1.000000	0.000000	1.000000	1.015000	0.000000
NON_ENERGY_NG	0.000001	0.000000	1.000000	0.000000	10.889185	100000.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.015000	0.000000
DAM_STORAGE	0.000000	0.000000	1.000000	8839.186000	8839.186000	8839.196800	0.000000	-1.000000	1.000000	1.000000	1.000000	1.015000	0.000000
PHS	96255.600000	0.000000	50.000000	1637.000000	1637.000000	5172.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.028572	13636.210000
BATT_LI	0.000000	0.000000	15.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.074944	0.000000
CAES	0.000000	0.000000	50.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.028572	0.000000
BEV_BATT	0.000000	0.000000	1.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	1.015000	0.000000
PHEV_BATT	0.000000	0.000000	1.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	1.015000	0.000000
TS_DEC_HP_ELEC	3296.716896	23.077018	25.000000	0.000000	173.769199	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.048263	0.000000
TS_DEC_DIRECT_ELEC	0.000000	0.000000	25.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.048263	0.000000
TS_DHN_DAILY	0.000000	0.000000	40.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.033427	0.000000
TS_DHN_SEASONAL	1723.452874	9.574738	25.000000	0.000000	3191.579396	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.048263	0.000000
TS_DEC_THHP_GAS	0.000000	0.000000	25.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.048263	0.000000
TS_DEC_COGEN_GAS	0.000000	0.000000	25.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.048263	0.000000
TS_DEC_COGEN_OIL	0.000000	0.000000	25.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.048263	0.000000
TS_DEC_ADVCOGEN_GAS	0.000000	0.000000	25.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.048263	0.000000
TS_DEC_ADVCOGEN_H2	0.000000	0.000000	25.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.048263	0.000000
TS_DEC_BOILER_GAS	0.000000	0.000000	25.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.048263	0.000000
TS_DEC_BOILER_WOOD	0.000000	0.000000	25.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.048263	0.000000
TS_DEC_BOILER_OIL	0.000000	0.000000	25.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.048263	0.000000
TS_HIGH_TEMP	0.000000	0.000000	25.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.048263	0.000000
SEASONAL_NG	0.000000	0.000000	30.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.041639	0.000000
SEASONAL_H2	773.537932	3.748972	20.000000	0.000000	124.965740	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.058246	0.000000
CO2_STORAGE	0.000000	0.000000	20.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.058246	0.000000
SLF_STO	3.686572	0.230483	20.000000	0.000000	580.562514	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.058246	0.000000
PT_STORAGE	0.000000	0.000000	25.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.048263	0.000000
ST_STORAGE	18636.447283	186.276653	25.000000	0.000000	975.781312	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.048263	0.000000
TS_COLD	11999.755197	143.997062	20.000000	0.000000	479.990208	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.058246	0.000000
EFFICIENCY	6541.871921	0.000000	1.000000	0.000000	0.985222	1000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	1.015000	0.000000
DHN	20543.693329	0.000000	60.000000	0.000000	24.874836	1000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.025393	0.000000
GRID	406642.405637	0.000000	80.000000	0.000000	1.526246	1000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.021548	0.000000
PT_COLLECTOR	0.000000	0.000000	25.000000	0.000000	0.000000	1000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.048263	0.000000
ST_COLLECTOR	36356.852672	1817.842634	25.000000	0.000000	363.568527	1000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.048263	0.000000
H2_ELECTROLYSIS	16828.085863	462.772361	15.000000	0.000000	24.171251	1000.000000	0.000000	-1.000000	1.000000	0.900000	0.900000	0.074944	0.000000
H2_NG	0.000000	0.000000	25.000000	0.000000	0.000000	1000.000000	0.000000	-1.000000	1.000000	0.860000	0.860000	0.048263	0.000000
H2_BIOMASS	0.000000	0.000000	25.000000	0.000000	0.000000	1000.000000	0.000000	-1.000000	1.000000	0.860000	0.860000	0.048263	0.000000
GASIFICATION_SNG	0.000000	0.000000	25.000000	0.000000	0.000000	1000.000000	0.000000	-1.000000	1.000000	0.850000	0.850000	0.048263	0.000000
PYROLYSIS	1935.521733	96.770019	25.000000	0.000000	1.439887	1000.000000	0.000000	-1.000000	1.000000	0.850000	0.850000	0.048263	0.000000
ATM_CCS	0.000000	0.000000	40.000000	0.000000	0.000000	1000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.033427	0.000000
INDUSTRY_CCS	0.000000	0.000000	40.000000	0.000000	0.000000	1000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.033427	0.000000
SYN_METHANOLATION	0.000000	0.000000	20.000000	0.000000	0.000000	1000.000000	0.000000	-1.000000	1.000000	0.950000	0.950000	0.058246	0.000000
SYN_METHANATION	0.000000	0.000000	40.000000	0.000000	0.000000	1000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	0.033427	0.000000
BIOMETHANATION	6722.547338	93.123198	20.000000	0.000000	6.817672	1000.000000	0.000000	-1.000000	1.000000	0.850000	0.850000	0.058246	0.000000
BIO_HYDROLYSIS	0.000000	0.000000	15.000000	0.000000	0.000000	1000.000000	0.000000	-1.000000	1.000000	0.850000	0.850000	0.074944	0.000000
METHANE_TO_METHANOL	0.000000	0.000000	25.000000	0.000000	0.000000	1000.000000	0.000000	-1.000000	1.000000	0.850000	0.850000	0.048263	0.000000
SLF_TO_DIESEL	0.000000	0.000000	1.000000	0.000000	1.223904	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	1.015000	0.000000
SLF_TO_GASOLINE	0.000000	0.000000	1.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	1.015000	0.000000
SLF_TO_LFO	0.000000	0.000000	1.000000	0.000000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	1.000000	1.015000	0.000000
